"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity)","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity) lower 95% uncertainty interval","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity) upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval"
2007,"Men","World",NA,0.09921630211302125,0.09538323140994837,0.1030073490980843,0.09041634892333304,0.08880002740783728,0.09207411184393287,0.1896326510363543,0.18550269640103287,0.19369646290233353,0.1100174961724535,0.10726987983942746,0.11271915877133894,0.44920644154101524,0.444987144265413,0.45340609090995976,0.2511434092501769,0.24788062738525551,0.25440891431648044,0.06991613365841817,0.06840780589152982,0.07149622073244355,0.015021780538130762,0.014413541196326252,0.015689496076966396,0.005478434726784106,0.005071199547510538,0.005929381031651793
2008,"Men","World",NA,0.0964575662563827,0.09277345627533547,0.10013085162296413,0.09338407390163467,0.09175617300664504,0.09505161152254454,0.18984164015801738,0.1858007777930379,0.19382300591339688,0.10764639511083277,0.10506590400936794,0.11023923050760645,0.44783851929735247,0.4435904651812885,0.4520307070315247,0.2546734434337974,0.251512371518993,0.25792926679770833,0.07188892842767809,0.07034679363695107,0.07344782912248815,0.01567756132887279,0.015047426144035788,0.016355986777807884,0.0058175841450837885,0.005389994873208121,0.006281064077093823
2009,"Men","World",NA,0.09362975972646762,0.09009538846407716,0.09723534163541987,0.0963032822064703,0.09465279650573005,0.09796772499334766,0.18993304193293792,0.18602915537855264,0.19384531779664232,0.10525899227333904,0.10274618361779474,0.10782490801118773,0.44654928065650634,0.4424716065253672,0.450684629792042,0.2582586831372166,0.25507144086550726,0.2614640648226863,0.07383500374155029,0.07228745644350035,0.07545120691357372,0.01631573481994046,0.01566962365524844,0.017000195057066646,0.0061525436449795514,0.005707745572854642,0.0066295898450326515
2010,"Men","World",NA,0.09078711708647895,0.08728659395033068,0.0942538756355314,0.09913914191593759,0.09746284594858254,0.10077985196683625,0.18992625900241655,0.18612730791717155,0.19366940573480046,0.10288622020726987,0.10046488759353704,0.10535122347479588,0.4453739693678054,0.4413669627417994,0.44941016984379717,0.26181354942250823,0.2586433820527724,0.26499099404682175,0.07572697628235119,0.07413167138985015,0.07734977630519631,0.016930570928132778,0.016279689658047686,0.017629364477310523,0.00648159470545364,0.006022688293114532,0.006971196828864854
2011,"Men","World",NA,0.08800548642809047,0.08456743698002885,0.09139443640574989,0.10190208013823086,0.10020290944649467,0.10357404716683019,0.18990756656632132,0.18619467488314012,0.19362397707135265,0.1005395017371384,0.0981613722945789,0.10296915411266079,0.44424579384146023,0.44023476998416894,0.44819406436061693,0.26530713585508003,0.26213100510843973,0.2684398826231369,0.07756531512299306,0.07598115947639192,0.07917103246672068,0.017528696158199072,0.016863331731377943,0.01823021351865632,0.006808068857038733,0.0063411421434866,0.0073141847208371335
2012,"Men","World",NA,0.08523976829546848,0.08189858273310544,0.0885968338076604,0.10468516296424793,0.10297293210372835,0.10640227098259449,0.1899249312597164,0.18629901043635366,0.1935325943838354,0.09818668211219427,0.09582440331779252,0.10049705485260743,0.44300380045978904,0.43900364348724935,0.44703361110038287,0.2688845841683003,0.2655785501423555,0.272069064629787,0.07942273740507472,0.07782761922952522,0.08100451782202424,0.018129768666187138,0.01743858928813395,0.018840342432808053,0.007132656892986064,0.006649807597859298,0.007653144565983575
2013,"Men","World",NA,0.08251340989899435,0.07924646609175229,0.08580376701289257,0.10756795308783045,0.10577246240607224,0.10936648186281034,0.1900813629868248,0.18650726403146506,0.19363874266977393,0.09587483649025005,0.09355549766121694,0.09812709134413464,0.4414527714368666,0.4374412642365116,0.44558457864571926,0.27259102708605853,0.26920753270821285,0.27583717283248893,0.08134368355603967,0.07968569124621334,0.08301563179635538,0.018760694794240557,0.018029610752791338,0.01950236182846771,0.007463574737550213,0.0069607180256156444,0.007991373823533371
2014,"Men","World",NA,0.07988270758630116,0.07658127694181734,0.08320068442859313,0.11059554531324314,0.10872376812568042,0.11249955599542409,0.1904782528995443,0.186863712100895,0.19412227018306308,0.09365091727108138,0.09135557389803464,0.09591132524074444,0.4394907400052083,0.4353698467245091,0.443692120292769,0.276380087824166,0.27285674036683255,0.2797436920882259,0.08335024030334022,0.08161238230112552,0.08511734244475083,0.019437202057501494,0.018675115173548026,0.02022846507542247,0.0078081029524014215,0.00727370127167905,0.008380796972547636
2015,"Men","World",NA,0.07732620719435701,0.07398876251261835,0.08063738500987623,0.11379708834414044,0.1117945349534175,0.1158376607685076,0.19112329553849747,0.18737714214957532,0.19489816546421848,0.0915074248125428,0.0892174029221204,0.09377240728744672,0.43715581673447745,0.4329019136308327,0.4414643577258625,0.2802134609144823,0.2764261697119081,0.2838126381225701,0.08545403563373251,0.08362105815204021,0.08732657956748509,0.02017069238793171,0.01935401253974298,0.0210040320640539,0.008172360322476221,0.007595066974059288,0.008771394940594196
2016,"Men","World",NA,0.07489723772843236,0.07144234531624713,0.07833164310824678,0.11712301659100512,0.1149693243445067,0.11938044826638322,0.19202025431943748,0.1880100227849593,0.1960378132913711,0.08950120800263975,0.08715912100235962,0.09186904419555168,0.43455960106507147,0.4299475375636963,0.4390338293847305,0.2839189346128512,0.279793513656049,0.287789157938223,0.08760830616343221,0.08554318344798024,0.08968796871122972,0.020953710887200418,0.02005151682471655,0.021857546471330022,0.008560999540372498,0.00791827383664511,0.009237628460581973
2017,"Men","World",NA,0.07255473502960198,0.06889644562383232,0.07621241146095795,0.12056807364596166,0.11808312752927681,0.12312675561808865,0.19312280867556364,0.18878826300226442,0.19745228634196973,0.08758551995771917,0.08515736676347832,0.09015459669455826,0.431785121866356,0.4267431992743467,0.43675257415358515,0.2875065475003612,0.28296131095812727,0.291844979021782,0.08980070270591207,0.08747192883650917,0.09217033639318849,0.02178578664159209,0.020780347555572544,0.022807945895294682,0.008981584298457489,0.008239848993028676,0.009753952558623234
2018,"Men","World",NA,0.07031368763082566,0.06639307683229491,0.07430754355524914,0.12411047417352362,0.12118018757132015,0.12709069472942405,0.1944241618043493,0.1895765006676694,0.19915976240415076,0.0857448400445968,0.08303488169265441,0.08856736923074543,0.4288554877516073,0.42320233339200913,0.4343452898491542,0.29097550839944664,0.2859887199067751,0.2958002478983965,0.09201661746208992,0.08925896312694183,0.09478967904162429,0.02265593189476288,0.021488222516650727,0.023856022540861548,0.00943792481667083,0.008568377425915414,0.010356615681581992
2019,"Men","World",NA,0.06817499824906842,0.06386085514177506,0.07260923669141703,0.12778668571270466,0.12425232606549363,0.13132808135076976,0.19596168396177313,0.19055575002315306,0.2014150516217165,0.0839578873486992,0.08090655170912321,0.08714971336394756,0.42580430811231196,0.4192370249901674,0.4321152557722215,0.29427611857721575,0.2884765799934837,0.3000653515112752,0.09427025008736377,0.0909892866178231,0.09762245875517811,0.02357594851795385,0.02218960287409668,0.024985603227382917,0.009940487107387045,0.0088864179951977,0.011067251413958439
2020,"Men","World",NA,0.06614811552900146,0.0613198077641653,0.0710705855312778,0.13164896526961442,0.12743501149015887,0.13587532524056167,0.19779708079861588,0.191588033810827,0.20411540747450688,0.08222334555527328,0.07871113861044877,0.08586681202020172,0.42252990684475655,0.41494883988044073,0.42996554278606813,0.29744966480135426,0.2905299658565893,0.30439705261761446,0.096583843125871,0.09262382689743673,0.10057661060419348,0.02456459529358095,0.022867542490680633,0.026258781480471834,0.01050052685016248,0.00923641252730513,0.011874969423283062
2021,"Men","World",NA,0.06424805293972602,0.05883212014153823,0.0698696464618314,0.13567176137307221,0.13063771339177774,0.1408000031818995,0.1999198143127982,0.1929145623910152,0.2073329693816488,0.080560057245701,0.07651991915950604,0.08479506752204485,0.419058602042962,0.40999926283460986,0.4278776596823269,0.30046152439853874,0.29218965012682563,0.3087919512121167,0.09893195245446057,0.09416210458863974,0.10383157283492014,0.02561791283908745,0.023580628931804206,0.027757659655129698,0.011121896079524206,0.009572938519989445,0.012815101891081697
2022,"Men","World",NA,0.062449216946886314,0.05639215798895374,0.06879939003885102,0.13987938226110772,0.1337883432076947,0.14612614281701916,0.20232859920799404,0.19410458136987532,0.21102180611018218,0.07894930353722528,0.07433719821077713,0.08387011925292148,0.41539281817825313,0.4046111695499872,0.42567980406634975,0.30332927707652757,0.29349212706768385,0.31331731892316833,0.1013261944497492,0.09562603536707397,0.10729798853050503,0.026741802648186756,0.0242134007323099,0.0294388806035135,0.011811385163171756,0.009929822868436413,0.0139308589474046
